乙酰半胱氨酸注射液|肝衰竭
利胆片|胆道疾患
丹栀逍遥丸|肝郁化火
丹栀逍遥丸|胸胁胀痛
丹栀逍遥丸|烦闷急躁
丹栀逍遥丸|颊赤口干
丹栀逍遥丸|食欲不振
丹栀逍遥丸|潮热
丹栀逍遥丸|月经先期
丹栀逍遥丸|经行不畅
丹栀逍遥丸|乳房胀痛
丹栀逍遥丸|小腹胀痛
双虎清肝颗粒|慢性乙型肝炎
双虎清肝颗粒|胃脘痞闷
双虎清肝颗粒|口干不欲饮
双虎清肝颗粒|恶心厌油
双虎清肝颗粒|食少纳差
双虎清肝颗粒|胁肋隐痛
双虎清肝颗粒|腹部胀满
双虎清肝颗粒|大便粘滞不爽
双虎清肝颗粒|大便臭秽
双虎清肝颗粒|身目发黄
双虎清肝颗粒|舌质暗
双虎清肝颗粒|边红
双虎清肝颗粒|舌苔厚腻
双虎清肝颗粒|舌苔黄腻
双虎清肝颗粒|甲肝
双虎清肝颗粒|丙肝
双虎清肝颗粒|酒精肝
双虎清肝颗粒|早期纤维化
双虎清肝颗粒|肝硬化
氨苯蝶啶片|水肿性疾病
氨苯蝶啶片|充血性心力衰竭
氨苯蝶啶片|肝硬化腹水
氨苯蝶啶片|肾病综合征
氨苯蝶啶片|特发性水肿
茵芪肝复颗粒|性乙型病毒性肝炎
茵芪肝复颗粒|肝胆湿热
茵芪肝复颗粒|脾虚肝郁
茵芪肝复颗粒|右胁胀满
茵芪肝复颗粒|恶心厌油
茵芪肝复颗粒|纳差食少
茵芪肝复颗粒|口淡乏味
酚酞片|习惯性顽固性便秘
甲硝唑片|阿米巴病
甲硝唑片|阿米巴肝脓肿
甲硝唑片|胸膜阿米巴病
甲硝唑片|阴道滴虫病
甲硝唑片|小袋虫病
甲硝唑片|皮肤利什曼病
甲硝唑片|麦地那龙线虫感染
甲硝唑片|厌氧菌感染
艾普拉唑肠溶片|十二指肠溃疡
铝碳酸镁片|胃溃疡
铝碳酸镁片|十二指肠溃疡
铝碳酸镁片|急性胃炎
铝碳酸镁片|慢性胃炎
铝碳酸镁片|胆汁反流性胃炎
铝碳酸镁片|食管炎
铝碳酸镁片|非溃疡性消化不良
铝碳酸镁片|胃灼痛
铝碳酸镁片|反酸
铝碳酸镁片|烧心
铝碳酸镁片|饱胀
铝碳酸镁片|早饱
铝碳酸镁片|恶心
铝碳酸镁片|呕吐
吡喹酮片|血吸虫病
吡喹酮片|华支睾吸虫病
吡喹酮片|肺吸虫病
吡喹酮片|姜片虫病
吡喹酮片|绦虫病
吡喹酮片|囊虫病
枳术宽中胶囊|胃痞
枳术宽中胶囊|脾虚气滞
枳术宽中胶囊|呕吐
枳术宽中胶囊|反胃
枳术宽中胶囊|纳呆
枳术宽中胶囊|返酸
枳术宽中胶囊|功能性消化不良
达立通颗粒|肝胃郁热
达立通颗粒|胃脘胀满
达立通颗粒|嗳气
达立通颗粒|纳差
达立通颗粒|胃中灼热
达立通颗粒|嘈杂泛酸
达立通颗粒|脘腹疼痛
达立通颗粒|口干
达立通颗粒|口苦
达立通颗粒|运动障碍型功能性消化不良
阿拉坦五味丸|胃肠炽热
阿拉坦五味丸|宿食不消
阿拉坦五味丸|肝胆热症
阿拉坦五味丸|黄疸
金胃泰胶囊|肝胃气滞
金胃泰胶囊|湿热瘀阻
金胃泰胶囊|急慢性胃肠炎
金胃泰胶囊|胃溃疡
金胃泰胶囊|十二指肠溃疡
金胃泰胶囊|慢性结肠炎
马来酸曲美布汀分散片|胃肠道运动功能紊乱
马来酸曲美布汀分散片|食欲不振
马来酸曲美布汀分散片|恶心
马来酸曲美布汀分散片|呕吐
马来酸曲美布汀分散片|嗳气
马来酸曲美布汀分散片|腹胀
马来酸曲美布汀分散片|腹鸣
马来酸曲美布汀分散片|腹痛
马来酸曲美布汀分散片|腹泻
马来酸曲美布汀分散片|便秘
马来酸曲美布汀分散片|肠易激综合症
理中丸|脾胃虚寒
理中丸|呕吐泄泻
理中丸|胸满
理中丸|腹痛
理中丸|消化不良
芪蓉润肠口服液|气阴两虚
芪蓉润肠口服液|脾肾不足
芪蓉润肠口服液|便秘
九华膏|外痔
九华膏|内痔嵌顿
九华膏|直肠炎
九华膏|肛窦炎
补肾固齿丸|肾虚火旺
补肾固齿丸|牙齿酸软
补肾固齿丸|咀嚼无力
补肾固齿丸|松动移位
补肾固齿丸|龈肿齿衄
补肾固齿丸|慢性牙周炎
卡莫氟片|消化道癌
卡莫氟片|食道癌
卡莫氟片|胃癌结
卡莫氟片|肠癌直
卡莫氟片|肠癌
卡莫氟片|乳腺癌
新复方芦荟胶囊|心肝火盛
新复方芦荟胶囊|便秘
新复方芦荟胶囊|腹胀
新复方芦荟胶囊|腹痛
新复方芦荟胶囊|烦躁
新复方芦荟胶囊|失眠
替加氟片|消化道肿瘤
替加氟片|对胃癌
替加氟片|结肠癌
替加氟片|直肠癌
替加氟片|乳腺癌
替加氟片|支气管肺癌
替加氟片|肝癌等
替加氟片|膀胱癌
替加氟片|前列腺癌
替加氟片|肾癌
帕朱丸|单一型培根病
帕朱丸|胃痞瘤
帕朱丸|胃溃疡
帕朱丸|消化不良
帕朱丸|胃脘胀痛
帕朱丸|胸烧
帕朱丸|泛酸
帕朱丸|功能性消化不良
阿苯达唑片|线虫病
阿苯达唑片|囊虫病
阿苯达唑片|包虫病
注射用哌拉西林钠他唑巴坦钠|感染
注射用哌拉西林钠他唑巴坦钠|阑尾炎
注射用哌拉西林钠他唑巴坦钠|腹膜炎
注射用哌拉西林钠他唑巴坦钠|皮肤及软组织感染
注射用哌拉西林钠他唑巴坦钠|蜂窝组织炎
注射用哌拉西林钠他唑巴坦钠|皮肤脓肿
注射用哌拉西林钠他唑巴坦钠|缺血性足部感染
注射用哌拉西林钠他唑巴坦钠|糖尿病性足部感染
注射用哌拉西林钠他唑巴坦钠|子宫内膜炎
十滴水|中暑
十滴水|头晕
十滴水|恶心
十滴水|腹痛
十滴水|胃肠不适
槐角丸|血热
槐角丸|肠风便血
槐角丸|痔疮肿痛
荆花胃康胶丸|寒热错杂
荆花胃康胶丸|气滞血瘀
荆花胃康胶丸|胃脘胀闷
荆花胃康胶丸|疼痛
荆花胃康胶丸|嗳气
荆花胃康胶丸|返酸
荆花胃康胶丸|嘈杂
荆花胃康胶丸|口苦
荆花胃康胶丸|十二指肠溃疡
痛泻宁颗粒|肝气犯脾
痛泻宁颗粒|腹痛
痛泻宁颗粒|腹泻
痛泻宁颗粒|腹胀
痛泻宁颗粒|腹部不适
痛泻宁颗粒|肠易激综合征
尿嘧啶替加氟片|胃癌
尿嘧啶替加氟片|肠癌
尿嘧啶替加氟片|胰腺癌
尿嘧啶替加氟片|消化道癌
尿嘧啶替加氟片|乳腺癌
尿嘧啶替加氟片|原发性肝癌
苁蓉通便口服液|老年便秘
苁蓉通便口服液|产后便秘
快胃片|肝胃不和
快胃片|胃脘疼痛
快胃片|呕吐反酸
快胃片|纳食减少
快胃片|浅表性胃炎
快胃片|胃溃疡
快胃片|十二指肠溃疡
快胃片|胃窦炎
地衣芽孢杆菌活菌颗粒|急性肠炎
地衣芽孢杆菌活菌颗粒|慢性肠炎
地衣芽孢杆菌活菌颗粒|腹泻
地衣芽孢杆菌活菌颗粒|胃肠道菌群失调
厚朴排气合剂|肠麻痹
厚朴排气合剂|腹部胀满
厚朴排气合剂|胀痛不适
厚朴排气合剂|腹部膨隆
厚朴排气合剂|舌质淡红
厚朴排气合剂|舌苔薄白或薄腻
健儿清解液|口腔糜烂
健儿清解液|咳嗽咽痛
健儿清解液|食欲不振
健儿清解液|脘腹胀满
复方胃痛胶囊|气滞血瘀
复方胃痛胶囊|胃脘刺痛
复方胃痛胶囊|嗳气
复方胃痛胶囊|吞酸
复方胃痛胶囊|食欲不振
复方胃痛胶囊|浅表性胃炎
复方胃痛胶囊|胃溃疡
复方胃痛胶囊|十二指肠溃疡
吲哚美辛呋喃唑酮栓|内痔
吲哚美辛呋喃唑酮栓|外痔
吲哚美辛呋喃唑酮栓|混合痔
吲哚美辛呋喃唑酮栓|肛门发炎肿胀
吲哚美辛呋喃唑酮栓|瘘管
吲哚美辛呋喃唑酮栓|肛裂
吲哚美辛呋喃唑酮栓|尿潴留
西帕依固龈液|牙周疾病
西帕依固龈液|牙齿酸软
西帕依固龈液|咀嚼无力
西帕依固龈液|松动移位
西帕依固龈液|牙龈出血
西帕依固龈液|口舌生疮
西帕依固龈液|咽喉肿痛
西帕依固龈液|口臭
西帕依固龈液|烟臭
安替可胶囊|食管癌
安替可胶囊|原发性肝癌
安替可胶囊|中晚期胃癌
枸橼酸铋钾片|慢性胃炎
枸橼酸铋钾片|胃酸过多
枸橼酸铋钾片|胃痛
枸橼酸铋钾片|胃灼热感
枸橼酸铋钾片|烧心
枸橼酸铋钾片|反酸
盐酸伊托必利片|功能性消化不良
盐酸伊托必利片|上腹不适
盐酸伊托必利片|餐后饱胀
盐酸伊托必利片|食欲不振
盐酸伊托必利片|恶心
盐酸伊托必利片|呕吐
双黄连口服液|感冒
双黄连口服液|发热
双黄连口服液|咳嗽
双黄连口服液|咽痛
复方氢氧化铝片|胃酸过多
复方氢氧化铝片|胃痛
复方氢氧化铝片|胃灼热感
复方氢氧化铝片|烧心
复方氢氧化铝片|反酸
复方氢氧化铝片|慢性胃炎
奥美拉唑镁肠溶片|十二指肠溃疡
奥美拉唑镁肠溶片|胃溃疡
奥美拉唑镁肠溶片|返流性食管炎
奥美拉唑镁肠溶片|消化性溃疡
奥美拉唑镁肠溶片|胃十二指肠糜烂
奥美拉唑镁肠溶片|消化不良
奥美拉唑镁肠溶片|胃-食管反流病
奥美拉唑镁肠溶片|慢性复发性消化性溃疡
奥美拉唑镁肠溶片|胃泌素瘤
麝香痔疮栓|大肠热盛
麝香痔疮栓|大便出血
麝香痔疮栓|血色鲜红
麝香痔疮栓|肛门灼热疼痛
麝香痔疮栓|痔疮
麝香痔疮栓|肛裂
亚叶酸钙片|结直肠癌
亚叶酸钙片|胃癌
亚叶酸钙片|巨幼细胞性贫血
降脂通便胶囊|胃肠实热
降脂通便胶囊|脾气亏虚
降脂通便胶囊|大便秘结
降脂通便胶囊|腹胀纳呆
降脂通便胶囊|形体肥胖
降脂通便胶囊|气短肢倦
降脂通便胶囊|高脂血症
六合定中丸|暑湿感冒
六合定中丸|恶寒发热
六合定中丸|头痛
六合定中丸|胸闷
六合定中丸|恶心
六合定中丸|呕吐
六合定中丸|不思饮食
六合定中丸|腹痛
六合定中丸|泄泻
涩肠止泻散|脾胃气虚
涩肠止泻散|泄泻
涩肠止泻散|急慢性肠炎
涩肠止泻散|消化不良
涩肠止泻散|肠功能紊乱
奥美拉唑钠肠溶片|十二指肠溃疡
奥美拉唑钠肠溶片|胃溃疡
奥美拉唑钠肠溶片|返流性食管炎
奥美拉唑钠肠溶片|消化性溃疡
奥美拉唑钠肠溶片|胃十二指肠糜烂
奥美拉唑钠肠溶片|消化不良
奥美拉唑钠肠溶片|胃-食管反流病
奥美拉唑钠肠溶片|慢性复发性消化性溃疡
奥美拉唑钠肠溶片|胃泌素瘤
十五味黑药丸|慢性肠胃炎
十五味黑药丸|胃出血
十五味黑药丸|胃冷痛
十五味黑药丸|消化不良
十五味黑药丸|食欲不振
十五味黑药丸|呕吐
十五味黑药丸|泄泻
十五味黑药丸|腹部有痞块
十五味黑药丸|嗳气
麻仁滋脾丸|胃肠积热
麻仁滋脾丸|肠燥津伤
麻仁滋脾丸|大便秘结
麻仁滋脾丸|胸腹胀满
麻仁滋脾丸|饮食无味
麻仁滋脾丸|烦躁不宁
麻仁滋脾丸|舌红少津
氯氮平片|急性精神分裂症
氯氮平片|慢性精神分裂症
氯氮平片|抑郁
氯氮平片|负罪感
氯氮平片|焦虑
氯氮平片|躁狂症
氯氮平片|精神病
甲氧氯普胺片|恶心
甲氧氯普胺片|呕吐
甲氧氯普胺片|嗳气消
甲氧氯普胺片|化不良
甲氧氯普胺片|胃部胀满
甲氧氯普胺片|胃酸过多
甲氧氯普胺片|反流性食管炎
甲氧氯普胺片|胆汁反流性胃炎
甲氧氯普胺片|功能性胃滞留
甲氧氯普胺片|胃下垂等
甲氧氯普胺片|残胃排空延迟症
甲氧氯普胺片|胃排空延缓
甲氧氯普胺片|糖尿病性胃轻瘫
甲氧氯普胺片|尿毒症
甲氧氯普胺片|硬皮病
甲氧氯普胺片|胃排空障碍
紫地宁血散|胃中积热
紫地宁血散|吐血
紫地宁血散|便血
紫地宁血散|胃溃疡
紫地宁血散|十二指肠溃疡
紫地宁血散|出血
榄香烯口服乳|胃癌
榄香烯口服乳|食管癌
榄香烯口服乳|贲门癌
榄香烯口服乳|肠癌
榄香烯口服乳|消化道肿瘤
榄香烯口服乳|呼吸道肿瘤
痔疮栓|内痔
痔疮栓|混合痔
痔疮栓|轻度脱垂
复方磺胺甲噁唑片|尿路感染
复方磺胺甲噁唑片|小儿急性中耳炎
复方磺胺甲噁唑片|成人慢性支气管炎急性
复方磺胺甲噁唑片|道感染
复方磺胺甲噁唑片|志贺菌感染
复方磺胺甲噁唑片|卡氏肺孢子虫肺炎
复方磺胺甲噁唑片|腹泻
多潘立酮口腔崩解片|消化不良
多潘立酮口腔崩解片|腹胀
多潘立酮口腔崩解片|嗳气
多潘立酮口腔崩解片|恶心
多潘立酮口腔崩解片|呕吐
多潘立酮口腔崩解片|腹部胀痛
多巴丝肼片|帕金森病
多巴丝肼片|症状性帕金森综合症
奥氮平片|精神分裂症
奥氮平片|躁狂发作
奥氮平片|双相情感障碍
癫痫康胶囊|癫痫
癫痫康胶囊|风湿闭阻
癫痫康胶囊|痰火忧心
癫痫康胶囊|神昏抽搐
癫痫康胶囊|口吐涎沫
复方苯巴比妥溴化钠片|癫痫
复方苯巴比妥溴化钠片|神经官能症
通天口服液|瘀血阻滞
通天口服液|风邪上扰
通天口服液|偏头痛
通天口服液|头部胀痛
通天口服液|头部刺痛
通天口服液|头晕目眩
通天口服液|恶心
通天口服液|呕吐
通天口服液|恶风
拉莫三嗪片|​癫痫
拉莫三嗪片|简单部分性发作
拉莫三嗪片|复杂部分性发作
拉莫三嗪片|续发性全身强直-阵挛性发作
拉莫三嗪片|原发性全身强直-阵挛性发作
富马酸喹硫平片|精神分裂症
富马酸喹硫平片|抑郁
富马酸喹硫平片|焦虑
富马酸喹硫平片|认知缺陷
肉蔻五味丸|心赫依
肉蔻五味丸|心烦
肉蔻五味丸|失眠
肉蔻五味丸|心神不安
芪胶升白胶囊|气血
芪胶升白胶囊|头昏眼花
芪胶升白胶囊|气短乏力
芪胶升白胶囊|白汗
芪胶升白胶囊|盗汗
芪胶升白胶囊|白细胞减少症
佐米曲普坦片|偏头痛
马来酸氟伏沙明片|抑郁症
马来酸氟伏沙明片|强迫症
米氮平片|抑郁症
盐酸苯海索片|帕金森病
盐酸苯海索片|帕金森综合征
盐酸苯海索片|锥体外系疾患
痫愈胶囊|风痰闭阻
痫愈胶囊|癫痫
痫愈胶囊|抽搐
痫愈胶囊|小儿惊风
痫愈胶囊|面肌痉挛
桂芍镇痫片|癫痫
甲钴胺分散片|眼前段细菌性感染
甲钴胺分散片|细菌性结膜炎
甲钴胺分散片|眼前段炎症
清脑复神液|神经衰弱
清脑复神液|失眠
清脑复神液|顽固性头痛
清脑复神液|脑震荡后遗症
清脑复神液|头痛
清脑复神液|眩晕
清脑复神液|健忘
盐酸金刚烷胺片|帕金森病
盐酸金刚烷胺片|帕金森综合征
盐酸金刚烷胺片|锥体外系疾患
盐酸金刚烷胺片|呼吸道感染
盐酸硫必利片|舞蹈症
盐酸硫必利片|抽动-秽语综合征
盐酸硫必利片|老年性精神运动障碍
盐酸硫必利片|顽固性头痛
盐酸硫必利片|痛性痉挛
盐酸硫必利片|坐骨神经痛
盐酸硫必利片|关节疼痛
盐酸硫必利片|乙醇中毒
舒必利片|淡漠
舒必利片|退缩
舒必利片|木僵
舒必利片|抑郁
舒必利片|幻觉
舒必利片|妄想
舒必利片|精神分裂症单纯型
舒必利片|精神分裂症偏执型
舒必利片|精神分裂症紧张型
舒必利片|慢性精神分裂症
舒必利片|孤僻
舒必利片|抑郁症
舒必利片|呕吐
盐酸丁螺环酮片|焦虑症
盐酸度洛西汀肠溶片|抑郁症
丙戊酸钠片|失神发作
丙戊酸钠片|肌阵挛发作
丙戊酸钠片|癫痫
丙戊酸钠片|热性惊厥
丙戊酸钠片|运动障碍
丙戊酸钠片|舞蹈症
丙戊酸钠片|卟啉症
丙戊酸钠片|精神分裂症
丙戊酸钠片|带状疱疹
丙戊酸钠片|疼痛
丙戊酸钠片|肾上腺功能紊乱
丙戊酸钠片|酒精戒断综合征
癫痫平片|风痰闭阻
癫痫平片|癫痫
氢溴酸西酞普兰片|抑郁性精神障碍
谷维素片|神经官能症
谷维素片|经前期紧张综合征
谷维素片|更年期综合征
左乙拉西坦片|癫痫
左乙拉西坦片|部分性发作
盐酸多塞平片|抑郁症
盐酸多塞平片|焦虑性神经症
盐酸氯米帕明片|抑郁
盐酸氯米帕明片|强迫性神经症
盐酸氯米帕明片|恐怖性神经症
盐酸氯丙嗪片|兴奋
盐酸氯丙嗪片|躁动
盐酸氯丙嗪片|幻觉
盐酸氯丙嗪片|妄想
盐酸氯丙嗪片|思维障碍
盐酸氯丙嗪片|行为紊乱
盐酸氯丙嗪片|精神分裂症
盐酸氯丙嗪片|躁狂症
盐酸氯丙嗪片|精神病性障碍
盐酸氯丙嗪片|呕吐
盐酸氯丙嗪片|顽固性呃逆
九味镇心颗粒|广泛性焦虑症
九味镇心颗粒|失眠
九味镇心颗粒|多梦
九味镇心颗粒|心悸
九味镇心颗粒|食欲不振
九味镇心颗粒|神疲乏力
九味镇心颗粒|头晕
九味镇心颗粒|易汗出
九味镇心颗粒|善太息
九味镇心颗粒|面色萎黄
白脉软膏|白脉病
白脉软膏|瘫痪
白脉软膏|偏瘫
白脉软膏|筋腱强直
白脉软膏|筋腱断伤
白脉软膏|手足挛急
白脉软膏|跛行
左旋多巴片|帕金森病
左旋多巴片|帕金森综合症
逐瘀通脉胶囊|血瘀
逐瘀通脉胶囊|眩晕症
逐瘀通脉胶囊|眩晕
逐瘀通脉胶囊|头痛耳鸣
逐瘀通脉胶囊|舌质暗红
盐酸齐拉西酮片|精神分裂症
丹珍头痛胶囊|肝阳上亢
丹珍头痛胶囊|瘀血阻络
丹珍头痛胶囊|头痛
丹珍头痛胶囊|背痛颈酸
丹珍头痛胶囊|烦燥易怒
盐酸米安色林片|抑郁症
盐酸环丙沙星片|泌尿生殖系统感染
盐酸环丙沙星片|单纯性尿路感染
盐酸环丙沙星片|复杂性尿路感染
盐酸环丙沙星片|细菌性前列腺炎
盐酸环丙沙星片|淋病奈瑟菌尿道炎
盐酸环丙沙星片|宫颈炎
盐酸环丙沙星片|呼吸道感染
盐酸环丙沙星片|支气管感染急性发作
盐酸环丙沙星片|肺部感染
盐酸环丙沙星片|胃肠道感染
盐酸环丙沙星片|伤寒
盐酸环丙沙星片|骨与关节感染
盐酸环丙沙星片|皮肤软组织感染
盐酸环丙沙星片|败血症
盐酸环丙沙星片|全身感染
氟哌噻吨美利曲辛片|抑郁
氟哌噻吨美利曲辛片|焦虑
氟哌噻吨美利曲辛片|神经衰弱
氟哌噻吨美利曲辛片|心因性抑郁
氟哌噻吨美利曲辛片|抑郁性神经官能症
氟哌噻吨美利曲辛片|隐匿性抑郁
氟哌噻吨美利曲辛片|情感淡漠
氟哌噻吨美利曲辛片|更年期抑郁
氟哌噻吨美利曲辛片|嗜酒
氟哌噻吨美利曲辛片|焦躁不安
利鲁唑片|肌萎缩侧索硬化症
石杉碱甲片|良性记忆障碍
石杉碱甲片|痴呆
石杉碱甲片|记忆障碍
碳酸锂片|躁狂症
碳酸锂片|躁狂
碳酸锂片|抑郁
碳酸锂片|双相情感性精神障碍
碳酸锂片|抑郁症
碳酸锂片|分裂-情感性精神病
五氟利多片|幻觉
五氟利多片|妄想
五氟利多片|孤僻
五氟利多片|淡漠
五氟利多片|退缩
五氟利多片|急性各型精神分裂症
五氟利多片|慢性各型精神分裂症
乌苯美司片|咽喉炎
乌苯美司片|咽炎
乌苯美司片|喉炎
乌苯美司片|扁桃体炎
乌苯美司片|扁桃体周围炎
乌苯美司片|扁桃体周围脓肿
乌苯美司片|急性支气管炎
乌苯美司片|肺炎
乌苯美司片|慢性支气管炎
乌苯美司片|弥漫性细支气管炎
乌苯美司片|支气管扩张
乌苯美司片|肾盂肾炎
乌苯美司片|膀胱炎
乌苯美司片|淋菌性尿道炎
乌苯美司片|子宫附件炎
乌苯美司片|子宫内膜炎
乌苯美司片|子宫内感染
乌苯美司片|巴氏腺炎
乌苯美司片|巴氏腺脓肿
乌苯美司片|中耳炎
乌苯美司片|副鼻窦炎
乌苯美司片|牙周炎
乌苯美司片|冠周炎
乌苯美司片|上颚炎
碳酸锂缓释片|躁狂症
碳酸锂缓释片|躁狂
碳酸锂缓释片|抑郁
碳酸锂缓释片|双相情感性精神障碍
碳酸锂缓释片|抑郁症
碳酸锂缓释片|分裂-情感性精神病
七叶神安片|心气不足
七叶神安片|心血瘀阻
七叶神安片|心悸
七叶神安片|失眠
七叶神安片|胸痛
七叶神安片|胸闷
头痛宁胶囊|偏头痛
头痛宁胶囊|紧张性头痛
头痛宁胶囊|目眩畏光
头痛宁胶囊|胸闷
头痛宁胶囊|脘胀
头痛宁胶囊|恶心
头痛宁胶囊|呕吐
头痛宁胶囊|急躁
头痛宁胶囊|易怒
益心巴迪然吉布亚颗粒|神疲
益心巴迪然吉布亚颗粒|失眠
益心巴迪然吉布亚颗粒|心烦
益心巴迪然吉布亚颗粒|气喘
益心巴迪然吉布亚颗粒|神经衰弱
盐酸地芬尼多片|眩晕
盐酸地芬尼多片|恶心
盐酸地芬尼多片|呕吐
盐酸地芬尼多片|晕动病
氟哌啶醇片|急精神分裂症
氟哌啶醇片|慢性精神分裂症
氟哌啶醇片|躁狂症
氟哌啶醇片|抽动秽语综合症
氟哌啶醇片|兴奋躁动
氟哌啶醇片|敌对情绪和攻击行为
氟哌啶醇片|脑器质性精神障碍
氟哌啶醇片|老年性精神障碍
奋乃静片|幻觉妄想
奋乃静片|思维障碍
奋乃静片|淡漠木僵
奋乃静片|焦虑激动
奋乃静片|精神分裂症
